Casual Pants CS Wind Guard,http://www.champ-sys.com.au/custom/running/bottoms/casual-pants-cs-wind-guard-30632.html,casual-pants-cs-wind-guard-30632,"<p>A Champion System exclusive! We&apos;ve been making custom jogging suits for our sponsored athletes and now&#xA0;they are&#xA0;available for every team and club. This high-quality garment is made from a breathable polyester fabric.&#xA0;The best part is that it can be fully sublimated.&#xA0;Great for before and after races or to just wear around town.&#xA0;Your team will definitely stand out and look pro! Available in both men&apos;s and women&apos;s cuts.&#xA0;</p><br><p>&#xA0;</p>",
Performance Bella Skirt,http://www.champ-sys.com.au/custom/running/bottoms/performance-bella-skirt.html,performance-bella-skirt,"Our Performance Bella Skirt is made with super light quick-drying fabric. Designed with a wide waistband for maximum comfort. We added a built in short liner that offer compression and moisture wicking.<br><p><br></p><p><br><b> Features: </b></p><p><br></p><p><br>- Elasticised 2.5 inch waistband with drawstring for optimal comfort </p><p><br>- Body of skirt made with CS Windguard fabric and is full custom</p><p><br>- Zippered pocket in rear of waistband </p><p><br>- Optional built in compression short liner with two side pockets</p><p>                    </p>",
Lycra Run Tight,http://www.champ-sys.com.au/custom/running/bottoms/lycra-run-tight.html,lycra-run-tight,"Available in both men&apos;s and women&apos;s cuts. Fully sublimated with your team logos and design. Unlimited colors at no extra charge.",
Run Shorts,http://www.champ-sys.com.au/custom/running/bottoms/run-shorts.html,run-shorts,"<p>Classic<span style='color: #ff6600;'> loose-fitting running short</span> design. Available in both men&apos;s and women&apos;s cuts.<br></p><p><strong>Features</strong>:<br></p><li>Privacy liner, key pocket, and drawstring waist. &#xA0;<br></li><li>Fully sublimated with your team logos and design.<br></li><li>Unlimited colours at no extra charge.<br><br><p><a href='http://aucustom.champ-sys.com/Login/en-AU/Default.aspx' target='_blank'><img alt='' src='http://www.champ-sys.com.au/media/wysiwyg/Start_Customising_button_1.jpg' height='48' width='153'></a></p>                    </li>",
Run Shorts - LONG,http://www.champ-sys.com.au/custom/running/bottoms/run-shorts-long.html,run-shorts-long,"<p align='left'>Classic loose-fitting running short design.&#xA0;Features a privacy liner, key pocket, and drawstring waist. Available in both men&apos;s and women&apos;s cuts. Fully sublimated with your team logos and design. Unlimited colors at no extra charge.</p>",
Casual Tech Pants,http://www.champ-sys.com.au/custom/running/bottoms/casual-tech-pants.html,casual-tech-pants,"<p>A Champion System exclusive! We&apos;ve been making custom jogging suits for our many sponsored athletes and now&#xA0;they are&#xA0;available for every team and club. This high-quality garment is made from a breathable polyester fabric.&#xA0; The best part is that it can be fully sublimated.&#xA0;Great for before and after races or to just wear around town.&#xA0;Your team will definitely stand out and look pro! Available in both men&apos;s and women&apos;s cuts.</p><br><p>&#xA0;</p>",
Tech Long Length Training Short,http://www.champ-sys.com.au/custom/running/bottoms/tech-long-length-training-short.html,tech-long-length-training-short,"<p align='left'>Classic loose-fitting running short design.&#xA0;Features a  privacy liner, key pocket, and drawstring waist. Available in both men&apos;s  and women&apos;s cuts. Fully sublimated with your team logos and design.  Unlimited colors at no extra charge.</p>",
Race Shorts - RACE,http://www.champ-sys.com.au/custom/running/bottoms/race-shorts-race.html,race-shorts-race,"<p align='left'>Classic running short design featuring full split sides.&#xA0;Features a privacy liner, key pocket, and drawstring waist. Available in both men&apos;s and women&apos;s cuts. Fully sublimated with your team logos and design. Unlimited colors at no extra charge.</p><br><p align='left'>&#xA0;</p>",
Lycra Training Shorts,http://www.champ-sys.com.au/custom/running/bottoms/lycra-training-shorts.html,lycra-training-shorts,"<p style='display: inline !important;'>This ultra-tight, training short sits at your hip and carries a 4-Way stretch that improves mobility. Shorts maintain their shape while you work your hardest. The superior fabric keeps you cool, comfortable, and wicks away moisture while you sweat. Draw string waist ensures a tight, comfortable fit.</p><br><p style='display: inline !important;'>&#xA0;</p><br><p style='display: inline !important;'>&#xA0;</p><br><p style='display: inline !important;'><b>Features:</b></p><br><p style='display: inline !important;'>&#xA0;</p><br><ul><br><li>Draw string waist</li><br><li>Silicone injected leg gripper</li><br><li>Unlimited number of colours</li><br><li>Rear zip pocket available for an additional $10</li><br></ul><br><p>&#xA0;</p><br>",
